epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.31166666746139526,1.6056878566741943,1e-04,0.38999998569488525,1.4002306461334229
1,0.46666666865348816,1.345664620399475,1e-04,0.40666666626930237,1.38316810131073
2,0.5149999856948853,1.2164905071258545,1e-04,0.4033333361148834,1.3887882232666016
3,0.5641666650772095,1.1178730726242065,1e-04,0.4166666567325592,1.4009647369384766
4,0.5983333587646484,1.0373605489730835,1e-04,0.4166666567325592,1.4165592193603516
