epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.3083333373069763,2.2839086055755615,1e-04,0.3199999928474426,1.6761572360992432
1,0.4308333396911621,1.500973105430603,1e-04,0.34333333373069763,1.614632487297058
2,0.5308333039283752,1.2348147630691528,1e-04,0.3766666650772095,1.6497769355773926
3,0.590833306312561,1.0665804147720337,1e-04,0.41333332657814026,1.7510905265808105
4,0.6608333587646484,0.8906208276748657,1e-04,0.3733333349227905,2.040118932723999
