epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.8607869148254395,0.13937504589557648,1e-04,0.06193166598677635,0.9380508065223694
1,0.9350033402442932,0.06505654752254486,1e-04,0.9178258776664734,0.0816819965839386
2,0.9474829435348511,0.05256865173578262,1e-04,0.9527395963668823,0.04728616029024124
3,0.9467946290969849,0.05324890837073326,1e-04,0.8480243682861328,0.15227621793746948
4,0.9579164385795593,0.042126793414354324,1e-04,0.9638182520866394,0.036204613745212555
