epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.3291666805744171,2.2416460514068604,1e-04,0.23666666448116302,4.60650634765625
1,0.44999998807907104,1.380031704902649,1e-04,0.2666666805744171,2.1345555782318115
2,0.5616666674613953,1.1134454011917114,1e-04,0.3166666626930237,1.7729586362838745
3,0.6600000262260437,0.9100080132484436,1e-04,0.38999998569488525,1.7910703420639038
4,0.7491666674613953,0.6846155524253845,1e-04,0.33666667342185974,1.9221833944320679
